compendium_technology_labels	Sample	PC1	PC2
MICROARRAY	GSM419458	41.426593753978885	1.6029059398309702
MICROARRAY	GSM362012	35.88709354839735	-5.8758745752716735
MICROARRAY	GSM1122075	40.266037344792345	-10.839541621297268
MICROARRAY	E-MTAB-6548-CONTROL6.cel	30.268743293940293	22.8729906401371
MICROARRAY	E-MTAB-6548-CONTROL5.cel	31.52741799349836	23.54521021548287
MICROARRAY	E-MTAB-6548-CONTROL8.cel	28.619806520475752	25.06966450610775
MICROARRAY	E-MTAB-6548-RS2.cel	28.24624052151198	12.157251260118121
MICROARRAY	E-MTAB-6548-MO2.cel	26.43665902172036	10.671705057440954
MICROARRAY	E-MTAB-6548-RS1.cel	28.20186560730254	11.96284250572321
MICROARRAY	E-MTAB-6548-CONTROL2.cel	24.975530984771417	28.458273105942958
MICROARRAY	E-MTAB-2906-Zeb_Liv_Ac_Up_3	36.94526615688373	-11.189062445315061
MICROARRAY	E-MTAB-2906-Zeb_Liv_Ac_Up_2	37.25977174251586	-12.024970491108505
MICROARRAY	E-MTAB-6548-CONTROL7.cel	29.344905715486995	24.266702248748864
MICROARRAY	E-MTAB-2906-Zeb_Liv_Ac_Ctrl_1	37.64076953387926	-13.229817260104639
MICROARRAY	E-MTAB-2906-Zeb_Liv_Ac_Ctrl_3	37.22166763257312	-10.419971868087071
MICROARRAY	E-MTAB-2906-Zeb_Liv_Ac_Up_1	36.84095147223926	-9.82087749452342
MICROARRAY	E-MTAB-2906-Zeb_Liv_Ac_Down_2	38.86125938793669	-12.410006800726471
MICROARRAY	E-MTAB-2906-Zeb_Liv_Ac_Down_3	37.026954533631525	-12.196129103244285
MICROARRAY	E-MTAB-6548-RS3.cel	28.152288282928073	11.836765104765178
MICROARRAY	E-MTAB-2906-Zeb_Liv_Ac_Ctrl_2	36.546776502385384	-12.192916526751175
MICROARRAY	E-MTAB-2906-Zeb_Liv_Ac_Down_1	40.2544178214243	-34.558313827592464
MICROARRAY	E-MTAB-6548-CONTROL4.cel	18.924819061923607	25.19029507022136
MICROARRAY	E-MTAB-6548-CONTROL3.cel	19.03735608718592	25.78575545562897
MICROARRAY	E-MTAB-6548-RS4.cel	28.18361594164958	12.012486541359674
MICROARRAY	E-MTAB-6548-CONTROL1.cel	26.493948245326397	29.954538156126144
MICROARRAY	E-MTAB-6548-MO3.cel	22.375576628253743	8.991191034519208
MICROARRAY	E-MTAB-6548-MO4.cel	22.497523673349388	9.847457068067486
MICROARRAY	E-MTAB-6548-MO1.cel	27.714249429589795	10.016322073776818
MICROARRAY	E-MEXP-758-H_body 74hpf DMSO rep1_hyb1	41.53924169352858	8.473289025455683
MICROARRAY	E-MEXP-758-H_body 73hpf TCDD rep2_hyb2	40.57007614616272	7.339112225084813
MICROARRAY	E-MEXP-758-H_body 84hpf TCDD rep2_hyb2	39.93273558767679	9.35509520230916
MICROARRAY	E-MEXP-758-H_body 74hpf TCDD rep3_hyb3	41.23800413681558	10.632704149415554
MICROARRAY	E-MEXP-758-H_body 84hpf TCDD rep3_hyb3	40.52462270815121	9.535026684200671
MICROARRAY	E-MEXP-758-H_body 76hpf TCDD rep2_hyb2	41.15658672505535	8.631247654670146
MICROARRAY	E-MEXP-758-H_body 73hpf TCDD rep3_hyb3	40.89161942937169	7.464153948463072
MICROARRAY	E-MEXP-758-H_body 76hpf TCDD rep1_hyb1	41.491884384868015	9.686819957815963
MICROARRAY	E-MEXP-758-H_body 74hpf DMSO rep3_hyb3	40.37666295931158	7.349133195611355
MICROARRAY	E-MEXP-758-H_body 76hpf DMSO rep2_hyb2	41.28377025277762	10.414917656335597
MICROARRAY	E-MEXP-758-H_body 73hpf DMSO rep2_hyb2	40.197262773596194	9.129189488401044
MICROARRAY	E-MEXP-758-H_body 73hpf DMSO rep1_hyb1	39.601975411074584	7.297980537712481
MICROARRAY	E-MEXP-758-H_body 74hpf DMSO rep2_hyb2	40.0212657182719	6.950462546378745
MICROARRAY	E-MEXP-758-H_body 76hpf DMSO rep1_hyb1	41.250050343103375	9.910552253330223
MICROARRAY	E-MEXP-758-H_body 84hpf DMSO rep3_hyb3	40.13855574400306	9.602314591259411
MICROARRAY	E-MEXP-758-H_body 73hpf DMSO rep3_hyb3	40.789762218112145	8.854339329391898
MICROARRAY	E-MEXP-758-H_body 74hpf TCDD rep2_hyb2	41.255806243878034	11.201728171492373
MICROARRAY	E-MEXP-758-H_body 73hpf TCDD rep1_hyb1	40.088283936172274	7.603470141894869
MICROARRAY	E-MEXP-758-H_body 84hpf TCDD rep1_hyb1	40.24230199961485	10.821755071277005
MICROARRAY	E-MEXP-758-H_body 74hpf TCDD rep1_hyb1	41.11283488746718	10.176449107800318
MICROARRAY	E-MEXP-758-H_body 76hpf DMSO rep3_hyb3	40.723989348226404	8.239442529952926
MICROARRAY	E-MEXP-758-H_body 84hpf DMSO rep2_hyb2	40.78809757336424	10.204897556317299
MICROARRAY	E-MEXP-1239-reg-heart-6h-1	39.82528474518898	-6.78727326102533
MICROARRAY	E-MEXP-1239-reg-heart-24h-1	39.97511974156168	-7.923923744406545
MICROARRAY	E-MEXP-1239-reg-heart-0h-4	40.08702398577238	-5.376452237304447
MICROARRAY	E-MEXP-1239-reg-heart-5d-1	36.09070060050818	-5.544868977066745
MICROARRAY	E-MEXP-1239-reg-heart-0h-1	38.46090523282415	-4.715630906040624
MICROARRAY	E-MEXP-1239-reg-heart-3d-1	38.85063474504598	-7.160665952359507
MICROARRAY	E-MEXP-1239-reg-heart-0h-2	39.487629506546064	-4.618771831218653
MICROARRAY	E-MEXP-1239-reg-heart-0h-5	40.3966574375093	-6.247778485547791
MICROARRAY	E-MEXP-1239-reg-heart-3d-4	39.13639775164326	-9.458924445256661
MICROARRAY	E-MEXP-1239-reg-heart-12h-1	40.441805015331546	-7.966560713356431
MICROARRAY	E-MEXP-1239-reg-heart-5d-2	39.15729402622544	-6.23939935187389
MICROARRAY	GSM1528621	42.27638834842132	-29.817676390113476
MICROARRAY	GSM220182	38.74694430689819	-14.153345098736844
MICROARRAY	GSM1277380	40.33783356218107	16.442605386458805
MICROARRAY	GSM1277378	39.78135585062859	17.47905241180707
MICROARRAY	GSM113856	41.03696973296466	-18.333128250674815
MICROARRAY	GSM466794	38.36734216254979	-43.62815973466707
MICROARRAY	GSM683608	39.94259975908185	-4.098831983140766
MICROARRAY	GSM604813	39.604720303563106	14.480531560821413
MICROARRAY	GSM336953	40.12717661275657	-21.526869668305178
MICROARRAY	GSM1070391	37.00743972842342	-44.10568916262672
MICROARRAY	GSM327243	41.36001286183662	-3.7941054543797765
MICROARRAY	GSM329401	39.415936138358724	14.266493643788309
MICROARRAY	GSM257251	44.0244679049253	-16.91367407533156
MICROARRAY	GSM336955	39.62737691746964	-21.20440722371508
MICROARRAY	GSM336951	42.22605118259012	-9.845038197766193
MICROARRAY	GSM336949	41.99110397877002	-7.4463591236466184
MICROARRAY	GSM336963	39.802766801674736	-40.747230973087454
MICROARRAY	GSM257250	44.20585914818296	-17.750583332271837
MICROARRAY	GSM113859	40.98712662753393	-17.624968993402195
MICROARRAY	GSM289391	41.69585017507183	-18.579720729439067
MICROARRAY	GSM257254	43.86853913954599	-16.567739559683123
MICROARRAY	GSM257260	43.07911459535672	-15.346073822666916
MICROARRAY	GSM336954	40.932450764001395	-26.86788174578582
MICROARRAY	GSM1277379	40.34078890848376	15.674571860181132
MICROARRAY	GSM113855	40.36896486162417	-17.88433536436936
MICROARRAY	GSM336952	42.254150753491665	-9.944840921896395
MICROARRAY	GSM113858	41.093238945847624	-17.386553993569542
MICROARRAY	GSM336956	41.06801240895744	-27.06167581214498
MICROARRAY	GSM336957	40.481048995551745	-16.27466790805581
MICROARRAY	GSM419447	39.20279032562134	-9.530282612650694
MICROARRAY	GSM604806	45.168210552580994	-21.76770604572992
MICROARRAY	GSM448987	40.34879951428537	-38.00133051088459
MICROARRAY	GSM604801	41.9188299250538	-35.210127109777254
MICROARRAY	GSM1129298	34.357368040429634	-22.25345860467134
MICROARRAY	GSM948762	35.517983184782814	13.775545504799661
MICROARRAY	GSM303586	39.52659689838298	-7.422800190481017
MICROARRAY	GSM306849	40.29646889071788	-13.856950962159607
MICROARRAY	GSM466800	39.321629258027926	-43.47609988775461
MICROARRAY	GSM336959	38.556245228763025	-37.872095412596266
MICROARRAY	GSM257261	45.06264644554827	-15.599336080652835
MICROARRAY	GSM336962	39.557254852539906	-39.836323023820285
MICROARRAY	GSM113857	41.221742937369264	-16.32954010797821
MICROARRAY	GSM257255	43.54562323533035	-17.147295983745767
MICROARRAY	GSM336958	41.554913194029275	-24.220781253107102
MICROARRAY	GSM604802	44.54223553559017	-20.98451186190639
MICROARRAY	GSM257259	43.777529907555916	-16.36553928967542
MICROARRAY	GSM604807	42.17004419354041	-30.718166517597645
MICROARRAY	GSM224791	40.39782931873179	-8.659091584865772
MICROARRAY	GSM419453	38.41325413068644	1.270055253333175
MICROARRAY	GSM479022	40.451215777019705	2.681255295785075
MICROARRAY	GSM604796	41.17288591841873	-11.255178339373408
MICROARRAY	GSM466798	39.14597010055774	-45.26761703910657
MICROARRAY	GSM85193	42.010401540812794	-20.06849925903488
MICROARRAY	GSM1139092	42.87121395176884	-13.909482034416737
MICROARRAY	GSM1022846	39.466557226831554	-2.2684866806006365
MICROARRAY	GSM1022844	39.794972054410245	0.47767270331006756
MICROARRAY	GSM419445	43.14650391361327	-12.526920436279848
MICROARRAY	GSM2027272	39.056512016272066	-4.874384707717946
MICROARRAY	GSM442134	40.28322470047337	13.871541529262608
MICROARRAY	GSM1022845	38.87670001861342	2.0053016929573566
MICROARRAY	GSM466793	40.408409770508	-45.573740115372466
MICROARRAY	GSM1139093	43.410196807818465	-14.811709562044875
MICROARRAY	GSM419455	38.615346047369094	2.0288948792533823
MICROARRAY	GSM466799	39.24702008630199	-45.163668172701044
MICROARRAY	GSM216438	39.16943579531607	-28.16439103934716
MICROARRAY	GSM448966	40.60465201835155	-41.04100233469279
MICROARRAY	GSM337574	36.62004478212066	-5.965683673322645
MICROARRAY	GSM289390	43.853867269960666	-36.223061182925896
MICROARRAY	GSM228887	43.668746700012505	-15.003930065843281
MICROARRAY	GSM466797	43.14414081920765	-48.416173308004545
MICROARRAY	GSM257257	43.941804477985414	-16.30763831222727
MICROARRAY	GSM448967	40.66755665081003	-41.36719193687264
MICROARRAY	GSM1032216	39.55395715113867	14.820735278133968
MICROARRAY	GSM419460	41.65149056571615	-0.723826479893529
MICROARRAY	GSM307096	34.28447805460597	18.41904395319518
MICROARRAY	GSM1032223	38.40865488865926	16.02815829277859
MICROARRAY	GSM306835	40.36946085928699	-22.757106568510956
MICROARRAY	GSM257256	44.0988996808634	-16.17279542957787
MICROARRAY	GSM1143642	39.73284557197888	4.671877309407005
MICROARRAY	GSM336961	38.58209278185934	-38.20771974359362
MICROARRAY	GSM442135	40.50574715802216	11.699904227671743
MICROARRAY	GSM493400	44.888634864380954	-9.655675872327176
MICROARRAY	GSM362011	32.96305474937684	-0.9424116328271089
MICROARRAY	GSM1022854	37.83493774579835	-0.26547640617644175
MICROARRAY	GSM1070397	36.71473098063845	-44.67983574379555
MICROARRAY	E-MTAB-5850-tre-heart-2	41.95734624937712	-14.385272438082108
MICROARRAY	E-MTAB-5850-tre-heart-3	42.222620232112654	-13.886873851940242
MICROARRAY	E-MTAB-5850-tre-heart-1	41.83147119859642	-12.392642000494517
MICROARRAY	GSM113854	40.79166312834276	-17.12633809172119
MICROARRAY	GSM419454	39.2835059092977	1.3438484372732167
MICROARRAY	E-MTAB-5850-tre-sib-heart-1	41.16498515156351	-13.074296283514338
MICROARRAY	E-MTAB-5850-tre-sib-heart-2	40.95793413467466	-12.899557424312372
MICROARRAY	E-MTAB-5850-tre-sib-heart-3	42.000730174969675	-14.249895600470676
MICROARRAY	GSM604800	41.253542263173	-2.571594142632013
MICROARRAY	GSM336960	38.98824702376096	-38.69943573809207
MICROARRAY	GSM336964	39.76779134587882	-40.465451854578745
MICROARRAY	GSM1070388	41.30801251566338	-48.157783867251794
MICROARRAY	GSM306837	41.52477687992524	-19.033860169998356
MICROARRAY	GSM1184945	41.74532322307726	-15.969461471563461
MICROARRAY	GSM2970799	40.069828226458306	11.843390276222978
MICROARRAY	GSM604799	39.18785224502138	-2.9195148039622207
MICROARRAY	GSM442130	40.531927475452896	12.913608207495392
MICROARRAY	GSM329402	39.690252018740416	14.295366745728936
MICROARRAY	GSM419446	39.275188733419206	-9.713272534752951
MICROARRAY	GSM1070395	38.330885102328175	-46.42346277309883
MICROARRAY	GSM362010	33.98414696520106	-1.754849726080789
MICROARRAY	GSM442133	40.78354648132907	13.262091373346989
MICROARRAY	GSM466791	42.75501287069824	-48.33595811067845
MICROARRAY	GSM257252	43.87765222624306	-17.840189627684868
MICROARRAY	GSM2970800	40.22041065167157	15.740660101479731
MICROARRAY	GSM333304	42.61164466217095	-4.742688060827768
MICROARRAY	GSM2027267	38.33316350112243	-6.797976320205707
MICROARRAY	GSM337595	35.35887011394876	0.36596130244368097
MICROARRAY	GSM419450	39.17901625318996	-8.398625278837374
MICROARRAY	GSM289396	43.37625891143323	-33.31937355527099
MICROARRAY	GSM948763	35.27780938137268	12.547236016917708
MICROARRAY	GSM479019	36.447547085651344	11.969860608165778
MICROARRAY	GSM419461	38.452874785082614	3.0718810887516272
MICROARRAY	GSM466790	42.5906657446397	-48.33390375633833
MICROARRAY	GSM85189	42.73641069739889	-24.445783387921065
MICROARRAY	GSM912681	43.23320739505545	-22.311615107908924
MICROARRAY	GSM1350440	29.36039700217004	3.4712252583001217
MICROARRAY	GSM419456	38.9407663417886	2.3741080509843857
MICROARRAY	GSM1008117	40.18081618330014	-14.575287445354075
MICROARRAY	GSM912694	38.88461426611277	-21.60553346088676
MICROARRAY	GSM216437	38.6501574041609	-19.965447767724452
MICROARRAY	GSM324904	42.135254805533776	-17.920837711667357
MICROARRAY	GSM85192	42.53265372587951	-24.20122843417629
MICROARRAY	GSM703434	40.492025202174986	6.186950807458734
MICROARRAY	GSM440851	40.91283066797645	-45.1799052295759
MICROARRAY	GSM466801	38.888986414790914	-43.654355699957215
MICROARRAY	GSM85187	43.06722462587547	-22.29447555688998
MICROARRAY	GSM604798	40.62086325668116	-1.1935747363262608
MICROARRAY	GSM2027268	39.46787038375906	-6.269186359860244
MICROARRAY	GSM978312	38.287529158482904	-6.708636659465044
MICROARRAY	GSM814804	42.97105418502503	-45.967927576087234
MICROARRAY	GSM374042	42.62591273116629	-31.27595588647665
MICROARRAY	GSM85201	41.84853962553422	-17.113768059063585
MICROARRAY	GSM362022	38.263548763997925	-17.6870258986148
MICROARRAY	GSM362021	38.18133408569948	-16.339099545321815
MICROARRAY	GSM537966	41.32774901520678	-40.21363052373836
MICROARRAY	GSM419452	38.30820308029899	1.4423115707299172
MICROARRAY	GSM442132	42.01494532188628	8.042456213188233
MICROARRAY	GSM362016	37.77403986627703	-12.02677548570406
MICROARRAY	GSM228910	44.22395004086628	-12.83096697870828
MICROARRAY	GSM480071	42.07403747172797	4.656544233087228
MICROARRAY	GSM519692	40.68543030151352	-23.85211622562527
MICROARRAY	GSM448960	39.91166731225991	-41.420482486631954
MICROARRAY	GSM112805	42.61894267136984	-3.7854514167703313
MICROARRAY	GSM142316	41.79659825206671	-47.01579347724738
MICROARRAY	GSM1282121	42.788412302296095	-22.587426315673056
MICROARRAY	GSM1282124	44.392564491965885	-22.861545903665338
MICROARRAY	GSM1282125	42.731056228897906	-22.655846050701523
MICROARRAY	GSM1282123	43.7658939330839	-22.335038706931336
MICROARRAY	GSM142317	39.22053016069682	-28.217299768419533
MICROARRAY	GSM142321	39.81425426618158	-28.94555610657655
MICROARRAY	GSM1556311	41.26325336670175	-48.07701340812606
MICROARRAY	GSM228911	43.80692329340075	-14.956480612168765
MICROARRAY	GSM703433	38.00591987208137	9.431078948753685
MICROARRAY	GSM1556318	41.55923633321721	-46.06630689526028
MICROARRAY	GSM257258	43.46415090113157	-16.270795560342215
MICROARRAY	GSM257253	43.49585016321472	-16.841296469308045
MICROARRAY	GSM1282122	44.715687176353676	-23.984923360993218
MICROARRAY	GSM142319	39.50366377415931	-30.89718016610475
MICROARRAY	GSM1247640	40.07008108658361	-13.3349310647435
MICROARRAY	GSM912668	41.33864258629708	-15.437583526893881
MICROARRAY	GSM280440	37.220007678581695	-12.719681811900939
MICROARRAY	GSM1032220	38.67753039768616	15.129750494902444
MICROARRAY	GSM787288	32.92771747200608	21.728591933552458
MICROARRAY	GSM773080	38.63340067939897	-44.68237048861144
MICROARRAY	GSM337583	35.2387321689974	4.671315908029198
MICROARRAY	GSM3003561	40.37128545686974	0.7252307312615058
MICROARRAY	GSM604810	39.31386093950655	2.841580805574694
MICROARRAY	GSM85190	42.392022974873505	-24.39025527461839
MICROARRAY	GSM1708648	40.35932506371177	-12.331712271676484
MICROARRAY	GSM1293349	37.95494267915316	6.068440581067073
MICROARRAY	GSM1143663	38.59922594279918	5.231536469023339
MICROARRAY	GSM1496109	39.62190896758887	-25.404350304378646
MICROARRAY	GSM801350	42.86481932959288	-10.251005603241495
MICROARRAY	GSM280427	34.74838949014916	10.949854971787236
MICROARRAY	GSM324905	39.985292239610885	-23.612020172097495
MICROARRAY	GSM479020	37.25691142107096	10.839489444689072
MICROARRAY	GSM85194	43.26435959413369	-21.246758592257855
MICROARRAY	GSM773087	43.3351654812301	-21.652174775240976
MICROARRAY	GSM1293346	38.34700940111118	6.046398488472808
MICROARRAY	GSM184148	40.61317856726339	-30.680948514323628
MICROARRAY	GSM1293348	37.969288726553785	6.278962203611032
MICROARRAY	GSM1293353	39.608003938346776	1.8810984623506337
MICROARRAY	GSM184126	43.43596144464067	-21.92504745327414
MICROARRAY	GSM1496111	39.49023233171448	-24.68882840096385
MICROARRAY	GSM1293352	38.02350983729575	6.428906447711792
MICROARRAY	GSM3003562	38.530376946279915	7.5800019962173115
MICROARRAY	GSM1293350	37.069548206070124	5.7627160536635245
MICROARRAY	GSM184125	45.14785119394357	-26.721070819508352
MICROARRAY	GSM1293356	37.558863484313896	6.001505819400284
MICROARRAY	GSM1293357	37.75843270416602	5.519028863941447
MICROARRAY	GSM1496115	39.38717872337002	-24.63578842194576
MICROARRAY	GSM1293355	37.61890108854259	5.686779571657502
MICROARRAY	GSM337606	34.2678771726571	4.052055222118352
MICROARRAY	GSM85195	42.34504093890515	-19.890162709694675
MICROARRAY	GSM337610	33.84982474324634	0.6896605731067122
MICROARRAY	GSM206401	36.95501392915395	12.959335799574404
MICROARRAY	GSM1032218	38.79662742642316	15.394717398800733
MICROARRAY	GSM184147	41.99055429099757	-30.546028101573725
MICROARRAY	GSM184149	43.64445537091981	-29.618096073271026
MICROARRAY	GSM1708647	40.419477179024504	-12.151522653791448
MICROARRAY	GSM537965	39.30187926895797	-40.750148693448054
MICROARRAY	GSM85202	42.49005715845275	-18.873146310909473
MICROARRAY	GSM1293354	37.420421461237986	6.573945184565153
MICROARRAY	GSM1831682	43.35530404579661	-33.37747929923465
MICROARRAY	GSM801353	43.00055972580074	-15.097109092588449
MICROARRAY	GSM1496104	39.83592629651591	-25.207301722366164
MICROARRAY	GSM1496110	40.107668802873924	-25.737422485032724
MICROARRAY	GSM1496114	39.68926611985737	-25.655081239962154
MICROARRAY	GSM1496112	39.604787570988904	-25.53473127999292
MICROARRAY	GSM801348	41.7444743563342	-11.464040710120154
MICROARRAY	GSM1496107	39.47597109958329	-25.138832283014423
MICROARRAY	GSM280436	37.771151680324735	-14.58893894059376
MICROARRAY	GSM184150	39.2434806575712	-25.370632597817227
MICROARRAY	GSM1363578	34.65854625353177	10.089443727629794
MICROARRAY	GSM773088	42.246203400605445	-27.544031337886075
MICROARRAY	GSM280434	37.93735711016293	-12.56335809312757
MICROARRAY	GSM85200	41.96196979291454	-16.55478193368466
MICROARRAY	GSM85196	42.311186953553594	-20.124760584451863
MICROARRAY	GSM1070398	37.275826327784166	-44.56712051322021
MICROARRAY	GSM1070400	42.35459759826097	-27.156574027694884
MICROARRAY	GSM519698	41.02740370087084	-17.931824118742618
MICROARRAY	GSM280428	35.034407085907894	11.676242949495338
MICROARRAY	GSM1070390	37.91617429948551	-46.62816493115565
MICROARRAY	GSM289393	43.20402041864624	-35.12791655495005
MICROARRAY	GSM1139094	43.207496326794455	-14.616915606572947
MICROARRAY	GSM280443	37.82402160816609	-12.944691123003642
MICROARRAY	GSM280432	34.79280714820561	11.37664864575428
MICROARRAY	GSM773084	39.61194877662013	-44.42676461287901
MICROARRAY	GSM912700	37.69744656934231	-19.373801768212083
MICROARRAY	GSM1293347	37.07297779906822	6.213898210278407
MICROARRAY	GSM306833	40.692558091492295	-20.746544830748707
MICROARRAY	GSM324903	42.648191528048514	-17.62192689454517
MICROARRAY	GSM280429	34.752725950879565	9.944244885494292
MICROARRAY	GSM2753820	26.602191583765354	-33.88778393101164
MICROARRAY	GSM280425	34.947915704020964	9.737293198671392
MICROARRAY	GSM85204	42.68467021081689	-18.840048235819836
MICROARRAY	GSM604805	45.92692632240917	-18.38273495261934
MICROARRAY	GSM1496106	39.333358324906996	-24.94698712782333
MICROARRAY	GSM228895	43.47116130713875	-12.46351652344794
MICROARRAY	GSM1496108	39.73507576905272	-25.225159455752195
MICROARRAY	GSM1496105	40.614379702928964	-25.318107510350263
MICROARRAY	GSM773082	39.24074413886264	-44.39059630087681
MICROARRAY	GSM773085	41.5299541948292	-19.572569278006924
MICROARRAY	GSM773079	38.74400409097688	-44.70101050229657
MICROARRAY	GSM1143639	38.844233613775366	5.5417562071579844
MICROARRAY	GSM35852	42.254150753491665	-9.944840921896395
MICROARRAY	GSM773083	39.16128453114646	-44.525490996480556
MICROARRAY	GSM466310	40.3995252751817	-6.714835410817941
MICROARRAY	GSM773090	42.39061704077989	-27.12149596405446
MICROARRAY	GSM1070387	41.363400999383	-47.3878943449583
